status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
0,1.2218982170589276,2,3,0.26254720211726856,1,0,4,1,0,3,1,0,2,1,1,3,1,1,0,1
1,1.2218982170589276,4,0,0.10957429846638281,1,3,4,1,0,4,2,0,2,1,2,2,1,1,0,1
0,-0.754750287215423,2,0,-0.7061609259549679,1,1,3,0,0,1,0,0,2,1,1,1,1,0,0,0
1,0.2335739649217523,4,9,0.4671123822353163,1,2,3,1,0,2,0,0,2,1,1,3,1,1,0,1
2,-0.754750287215423,2,4,-0.6303960444297652,0,2,2,1,0,1,0,0,2,1,1,2,1,1,0,0
1,-0.754750287215423,2,4,-0.8858319307147348,1,2,4,1,0,2,0,0,2,1,1,2,1,0,0,1
2,1.963141406161809,4,4,0.5464851152617193,1,1,4,1,0,2,1,0,2,1,2,1,1,0,0,0
1,-0.754750287215423,2,3,-0.7606394836230901,3,2,4,0,0,4,2,0,2,0,1,1,1,0,0,0
0,-1.2489124132840106,4,0,-0.8555259781046536,1,4,1,0,0,4,3,0,2,1,2,2,1,1,0,1
1,-0.26058816114683536,4,4,1.0241646540206173,1,4,3,1,0,4,2,0,2,1,2,2,1,1,0,1
2,0.2335739649217523,3,3,-0.32408945197787353,0,1,4,1,0,2,1,0,0,1,1,1,1,0,0,1
0,-0.754750287215423,2,3,-0.7104903477564082,0,4,2,1,0,4,1,0,2,1,1,1,1,1,0,1
0,-0.9194709959049522,4,3,-0.3966072671519963,0,1,2,0,1,3,0,0,2,0,2,2,1,0,1,1
0,-0.09586745245730613,4,3,0.37547295410483283,1,4,1,0,0,4,1,1,2,1,2,2,1,0,0,1
2,-1.2489124132840106,2,4,-0.4215014425102772,1,1,4,1,0,3,2,0,2,0,1,3,1,1,0,1
0,-1.2489124132840106,4,0,-0.6747726178945268,1,1,2,1,0,4,0,0,2,1,1,1,2,0,1,1
1,-0.754750287215423,4,7,-0.1743636146780679,1,4,2,0,0,4,3,0,0,2,3,1,1,0,0,1
0,-1.0841917045944816,4,0,0.06014673289994095,1,3,1,1,0,4,0,0,2,1,2,1,1,0,1,1
1,-0.26058816114683536,4,4,-0.7696591123760904,1,0,4,0,0,4,2,0,2,1,2,0,1,0,0,1
1,-0.013507098112541518,4,1,0.01577015943517927,1,4,1,1,0,4,2,0,2,1,1,3,1,1,0,1
2,1.2218982170589276,2,6,-0.30568940932175287,1,1,4,1,0,1,3,0,2,0,1,1,1,0,0,0
2,-0.754750287215423,2,4,-0.6123567869237645,1,1,1,1,0,1,0,1,2,0,1,2,1,0,0,0
0,-0.754750287215423,2,7,-0.8789770128624546,1,1,4,0,0,4,1,0,2,1,1,2,1,0,0,0
1,-0.754750287215423,2,3,-0.890522137666295,1,2,4,0,0,1,0,0,2,1,1,2,1,1,0,1
1,-1.3312727676287752,2,9,0.07818599040594162,1,3,1,1,0,4,0,0,2,1,1,1,1,0,0,1
1,-1.001831350249717,2,3,-0.6650314188412865,1,2,4,0,0,2,0,0,2,0,1,2,1,0,0,1
1,-1.2489124132840106,4,0,-1.0351969828644203,2,2,4,0,0,4,2,0,2,1,2,1,1,0,0,1
1,0.2335739649217523,4,1,0.29249236957722974,0,3,3,1,0,4,1,0,2,1,2,2,1,1,0,1
0,-1.0841917045944816,4,0,-0.9020672624701354,1,4,4,1,0,4,0,0,2,1,2,1,1,0,0,1
2,-0.26058816114683536,2,4,-0.6964197269017276,1,4,4,1,2,2,0,0,2,1,1,1,1,0,0,1
0,-0.754750287215423,2,0,-0.2353363050483502,1,1,4,1,0,1,0,0,2,1,1,1,2,0,0,0
2,-0.26058816114683536,3,9,-0.2901756478665923,0,4,4,1,0,2,1,0,2,1,2,2,1,0,0,1
2,-0.6723899328706584,2,4,-0.40779160680571674,1,1,2,0,2,4,1,1,2,1,1,1,1,0,0,1
0,-0.754750287215423,2,3,-0.7007491487031677,1,2,4,1,2,1,1,1,2,1,1,1,1,0,0,1
1,0.2335739649217523,4,3,-0.5939567442676438,1,3,4,1,0,3,1,0,2,1,2,2,1,0,0,1
0,-1.001831350249717,4,0,-0.15596357202194722,1,2,2,1,0,2,0,0,2,0,2,2,2,0,0,1
2,0.2335739649217523,2,4,0.19002938694314586,3,0,1,0,0,4,3,1,2,0,1,0,1,0,0,1
