status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
2,2.2792743757744685,3,7,1.0544661538179787,1,4,4,1,0,4,3,0,2,2,1,2,1,0,0,0
2,0.28554618236692497,3,9,1.3168446049914315,2,3,4,1,0,4,2,0,2,0,1,3,1,1,0,1
2,-0.9605339385127897,2,4,-0.7175595096926352,1,4,4,0,0,4,0,0,2,1,1,2,1,0,0,1
2,-0.7113179143368468,2,9,-0.8464533652489074,2,3,2,0,0,4,0,1,2,0,1,1,1,0,0,1
0,0.28554618236692497,2,0,-0.717206375841796,1,1,4,0,0,4,1,1,2,0,1,2,1,0,0,0
1,-0.7113179143368468,2,0,-0.3902044299647876,0,4,4,0,0,4,3,0,2,2,1,3,1,1,0,1
2,-0.4621018901609038,2,6,-0.6815398569070468,1,4,4,1,0,4,2,0,2,1,2,1,1,0,0,1
0,-0.7113179143368468,0,0,-0.7613481071966838,1,2,4,1,0,4,2,0,0,1,2,2,1,0,0,0
0,0.28554618236692497,2,3,0.27615914656859786,1,2,2,1,0,2,2,0,1,1,1,2,1,0,0,1
1,-0.7113179143368468,4,4,-0.3202839274986454,0,4,1,1,1,4,0,0,2,1,1,2,1,1,0,1
1,-0.4621018901609038,4,4,-0.6282166454303424,1,2,4,0,0,2,2,0,2,1,1,1,1,0,0,1
1,-0.7943899223954944,4,0,1.409012540060437,1,2,1,1,0,4,1,0,2,1,2,1,1,0,0,1
2,-0.2128858659849609,2,9,-0.4580061293258952,4,2,4,1,0,2,1,0,2,1,1,1,1,1,0,1
2,-0.5451738982195514,2,9,-0.6455202041214584,3,4,1,1,0,2,0,0,2,1,1,2,1,1,0,1
2,-0.7113179143368468,2,3,-0.16808323778699244,0,4,1,0,0,2,1,0,0,1,1,2,1,1,0,0
2,-0.9605339385127897,2,0,-0.015176280373661288,0,2,1,0,0,2,0,0,2,1,1,1,1,0,0,1
0,-0.7113179143368468,2,4,-0.9054267183390374,2,3,4,1,0,1,1,1,2,1,1,2,1,0,0,0
2,-0.04674184986766561,3,2,-0.215050039948593,1,2,2,1,0,3,2,0,0,1,2,2,1,1,0,1
1,-0.7113179143368468,2,3,-0.8739978056143574,1,2,4,0,0,1,0,0,2,1,1,2,1,1,0,1
1,-0.7113179143368468,2,0,-0.7546385640307409,1,2,3,1,0,2,0,0,2,1,2,2,1,1,0,1
0,-0.7113179143368468,4,0,-0.8994234428747727,1,4,4,1,0,3,1,0,2,1,2,2,1,0,0,0
1,-1.2097499626887327,4,4,-0.706612360316623,2,2,1,0,0,1,1,0,2,1,2,2,1,0,0,1
2,-1.2097499626887327,2,4,-1.0134856766958027,0,4,4,1,0,4,1,0,2,1,1,2,1,0,0,1
1,0.28554618236692497,2,4,-0.6921338724322198,1,4,4,1,0,1,0,0,2,1,1,3,1,1,0,1
0,-0.7113179143368468,2,0,-0.7097905649741749,1,2,4,0,0,2,0,1,2,1,1,1,1,0,0,0
2,2.2792743757744685,0,9,3.1662065818358083,0,2,2,1,0,2,2,0,0,1,1,3,1,1,0,1
1,1.2824102790706966,2,7,2.054188085543476,0,2,2,1,0,4,3,0,2,2,1,1,2,1,0,1
2,-0.4621018901609038,4,4,-0.18008978871552192,0,3,4,1,2,2,0,0,0,1,3,2,1,1,0,1
0,-0.2128858659849609,2,4,-0.4788410265254022,1,2,4,0,0,4,2,0,0,0,2,2,1,0,0,0
1,0.28554618236692497,2,1,-0.19739334740663791,1,1,4,0,0,1,3,0,2,1,1,3,1,1,0,1
2,-0.9605339385127897,4,4,-0.7359224699362684,1,4,2,1,0,4,0,0,2,1,3,1,1,0,0,1
2,0.28554618236692497,3,4,1.117677113118178,1,1,1,1,0,2,2,0,2,1,1,2,1,0,0,1
1,-1.2097499626887327,2,0,-0.9061329860407157,1,0,1,0,0,4,0,0,2,1,1,0,1,1,0,1
1,-0.7113179143368468,2,4,-0.6977840140456455,1,2,3,1,0,2,2,0,2,1,1,2,1,0,0,1
1,0.28554618236692497,4,0,-0.4294022874079279,1,2,4,0,0,4,2,0,2,1,1,2,1,1,0,1
0,1.7808423274225826,2,4,0.25673678477244727,1,1,4,1,0,3,2,0,2,1,1,2,1,0,0,0
1,-0.7113179143368468,2,0,-0.9174332692675669,1,2,4,1,0,2,0,0,2,1,1,1,1,0,0,1
1,0.28554618236692497,3,3,0.3224196810285202,2,2,2,1,0,3,1,0,2,1,2,2,1,0,0,1
2,-1.126677954630085,2,4,-0.2906206840281608,1,2,3,1,2,2,0,0,2,1,1,2,1,0,0,1
0,-0.7113179143368468,4,0,-0.39444203617485685,1,2,4,1,0,2,1,0,2,1,2,2,1,0,0,1
