status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
1,-0.7445494290251102,4,3,-0.6653241479668871,3,3,3,0,0,4,2,0,2,0,1,2,1,1,0,1
0,-0.2486239656424879,2,3,0.12935106627897283,1,1,1,0,0,4,2,1,2,0,1,2,1,0,0,1
0,-1.2404748924077325,2,0,-0.6752222378240419,0,0,4,0,0,3,1,0,2,1,1,3,1,1,0,1
1,-0.49658669733379907,1,4,-0.6062891120331422,2,4,4,1,0,4,2,0,0,1,1,1,2,0,0,1
0,-0.7445494290251102,2,0,-0.7105725587424521,1,1,3,0,0,1,0,0,2,1,1,1,1,0,0,0
0,-0.2486239656424879,2,1,1.4942269569387885,0,4,1,1,0,4,1,0,2,2,1,2,2,1,0,0
0,0.2473014977401344,2,4,-0.4758464278442087,1,1,4,1,0,3,1,0,2,1,1,2,1,0,0,0
1,2.2310033512706235,4,1,2.9361665472007377,2,2,2,0,0,4,2,1,0,0,2,1,1,0,0,0
2,-0.2486239656424879,4,3,1.0876982663770716,1,4,2,1,0,1,3,0,2,1,1,2,1,1,0,1
1,0.2473014977401344,2,4,-0.35353431746650965,1,3,4,1,0,2,2,0,2,1,1,2,1,1,0,1
2,0.2473014977401344,2,4,-0.1371903534458396,2,1,2,1,0,1,2,0,2,1,1,2,1,0,0,1
1,1.239152424505379,2,9,1.4581696296020101,0,4,3,1,0,2,1,0,2,1,2,2,1,0,0,1
2,0.2473014977401344,2,3,0.2732268724169021,1,3,3,1,0,3,2,0,2,1,1,2,1,1,0,0
2,0.49526422943144555,0,9,1.7795040467503582,1,4,2,0,0,4,3,0,2,2,2,3,1,1,0,0
1,-0.2486239656424879,0,9,0.31140521900878504,1,2,2,1,0,2,2,0,1,1,2,2,2,0,0,0
1,-0.0006612339511767569,2,0,-0.17748971929282717,3,3,1,0,0,2,2,0,0,1,1,3,1,0,0,1
3,0.2473014977401344,4,4,-0.04810754473144606,0,2,3,1,0,2,2,0,2,1,2,2,1,1,0,1
3,-0.7445494290251102,2,0,-0.6907763790281424,1,1,4,1,0,1,0,0,2,1,1,2,1,0,0,1
2,-0.9925121607164213,2,9,-0.6692126832679122,1,2,2,1,0,1,0,0,0,1,1,2,1,1,0,1
0,1.7350778878880013,2,4,0.24070457717196475,1,1,4,1,0,3,2,0,2,1,1,2,1,0,0,0
1,-0.7445494290251102,4,4,-0.47726044068094514,1,4,2,1,0,2,3,0,2,1,2,2,1,0,0,1
1,0.2473014977401344,4,6,-0.43342604274211655,1,2,4,1,0,2,0,0,2,1,2,2,1,1,0,1
2,-0.2486239656424879,0,3,-0.014171236649772325,1,2,1,0,0,4,2,0,0,1,2,2,1,1,0,1
2,2.2310033512706235,0,9,3.153217517639776,0,2,2,1,0,2,2,0,0,1,1,3,1,1,0,1
2,0.7432269611227567,4,3,1.8035422649748771,1,3,2,1,0,2,1,0,2,1,1,2,1,0,0,0
2,0.2473014977401344,3,3,-0.33621266021648866,0,1,4,1,0,2,1,0,0,1,1,1,1,0,0,1
2,1.239152424505379,1,5,0.2495421574015673,0,1,3,0,0,2,3,0,0,1,1,0,1,0,0,1
1,1.239152424505379,2,0,-0.839601230094649,3,4,4,1,0,4,1,0,2,1,1,2,1,0,0,1
0,0.2473014977401344,2,3,0.31281923184552146,1,2,4,1,0,4,1,0,2,1,1,2,1,0,0,1
1,-0.9098579168193176,2,0,-0.6596680966199414,2,2,3,1,0,2,0,0,2,0,1,1,1,0,1,1
1,-0.2486239656424879,2,4,-1.0078687576662813,1,0,3,0,1,4,0,1,2,0,1,2,1,0,0,0
1,-1.2404748924077325,2,3,-0.10820309029274329,3,2,1,1,0,2,2,0,2,1,1,2,1,1,0,1
1,-0.49658669733379907,2,4,-0.6709801993138327,0,2,4,1,0,2,0,0,2,0,1,2,1,1,0,1
3,-0.49658669733379907,2,7,-0.4875120337472841,1,4,4,1,0,4,2,0,2,0,1,3,1,1,0,1
2,0.2473014977401344,2,4,-0.44014260371661446,1,1,1,1,0,1,1,1,2,1,1,2,1,1,0,0
1,-0.2486239656424879,4,3,-0.518620316155485,1,2,4,0,0,2,3,0,2,1,2,2,1,0,0,1
0,-0.2486239656424879,2,0,0.3874084089833668,2,2,3,1,0,4,2,0,2,1,1,1,2,1,0,1
2,0.2473014977401344,2,0,-0.6819387987985398,1,1,3,0,0,4,2,0,2,1,1,1,1,1,0,0
1,-0.2486239656424879,2,9,-0.4716043893339995,1,3,4,1,0,1,2,0,1,1,2,2,1,1,0,1
1,-0.2486239656424879,4,0,-0.17996424175711587,1,3,2,1,0,2,1,0,0,1,2,2,1,0,0,0
2,0.2473014977401344,4,2,3.0591856639968054,1,2,2,1,1,3,2,0,2,1,2,3,2,1,0,0
3,0.2473014977401344,4,0,-0.685827334099565,0,3,4,1,0,2,0,0,0,1,2,1,2,0,0,0
0,0.2473014977401344,2,3,-0.5433655407983721,1,1,4,1,1,1,1,1,2,1,1,1,1,0,1,1
1,0.2473014977401344,2,0,-0.668505676849544,1,2,2,1,2,2,0,0,2,1,1,2,1,1,0,1
1,-0.7445494290251102,3,1,-0.6296203238392928,1,2,4,1,0,4,0,0,2,0,1,2,1,0,0,1
0,1.239152424505379,2,3,0.6698574731214638,1,3,4,1,0,2,1,0,2,1,1,2,1,0,0,0
2,0.2473014977401344,2,0,-0.20011392468060965,1,2,3,0,0,4,1,1,2,0,1,1,1,1,0,0
0,-0.49658669733379907,0,0,-0.8251075985181009,1,4,4,1,0,3,2,0,2,0,2,2,2,0,0,0
0,-0.7445494290251102,2,3,1.6193670929899602,1,4,4,1,0,4,3,0,2,2,1,3,1,1,0,0
1,0.9911896928140679,4,1,1.40302312896929,1,3,3,1,0,2,2,0,2,1,2,3,1,1,0,1
3,1.239152424505379,2,4,0.22232241029439148,1,2,2,1,0,2,0,1,2,1,1,2,1,1,0,1
1,-0.7445494290251102,4,4,-0.3369196666348569,0,4,1,1,1,4,0,0,2,1,1,2,1,1,0,1
3,-0.7445494290251102,2,3,-0.6575470773648369,0,4,3,0,0,4,0,0,2,1,1,3,1,1,0,1
1,0.2473014977401344,2,3,-0.832531165910967,0,3,4,1,0,2,2,0,1,1,1,2,1,1,0,1
1,-1.40578338020194,4,0,0.03390519979926546,1,3,1,0,0,1,0,0,2,1,1,2,2,0,0,1
1,-0.0006612339511767569,2,9,-0.6052286024055898,4,4,4,0,0,4,0,0,0,1,1,1,1,0,0,1
2,-0.7445494290251102,2,0,-0.7286012224108412,1,4,1,1,0,1,0,0,2,0,2,2,1,0,0,0
1,-0.9098579168193176,2,1,-0.1354228373999191,0,1,1,0,0,4,0,0,2,0,1,2,1,0,0,1
2,1.239152424505379,2,1,1.2952046501681391,1,2,2,1,0,2,2,0,2,0,1,3,1,1,0,1
1,0.2473014977401344,2,1,1.601338429321571,1,3,3,1,0,3,2,0,2,1,1,3,1,1,0,1
0,0.2473014977401344,2,3,-0.09300245229782693,1,2,2,1,0,2,0,1,2,0,1,1,1,0,0,1
1,-0.7445494290251102,4,0,-0.91984645857944,2,3,4,0,0,3,2,0,2,1,2,2,1,1,0,1
3,0.2473014977401344,4,9,-0.7102190555332679,4,2,2,1,0,4,0,0,2,1,2,2,1,1,0,1
1,0.2473014977401344,4,7,-0.5963910221759873,1,4,4,1,0,4,3,0,2,2,2,2,2,0,0,1
0,0.7432269611227567,0,9,1.6925422572910693,0,1,2,1,0,3,2,0,0,1,3,2,1,0,0,1
2,-0.9925121607164213,2,3,-0.4433241325992714,0,3,2,1,0,1,2,1,2,1,1,2,1,1,0,1
0,1.239152424505379,2,0,-0.012403720603851818,1,3,2,1,0,4,3,0,0,2,1,3,2,1,0,1
1,-0.2486239656424879,2,6,-0.4740789117982882,1,1,4,0,0,4,0,1,2,1,1,2,1,0,0,0
1,0.7432269611227567,4,4,0.9438224602391424,1,3,3,1,1,2,2,0,2,1,1,2,1,0,0,1
2,-0.49658669733379907,1,0,-0.7141075908342931,2,2,2,1,0,2,1,0,2,0,1,2,1,0,0,0
0,-0.2486239656424879,4,3,-0.7901107808088749,1,1,4,0,0,4,1,1,2,0,1,2,1,0,0,1
1,-0.7445494290251102,2,3,-0.5472540760993972,1,3,3,0,0,4,0,0,2,1,1,1,1,0,0,1
1,1.239152424505379,4,4,2.220676051812117,1,2,2,0,0,2,2,0,1,1,2,2,1,0,0,1
1,-1.2404748924077325,4,0,1.2290995500507123,1,3,1,1,0,3,3,0,2,1,2,3,2,1,0,1
0,0.7432269611227567,4,1,2.5943289439197117,1,4,3,1,0,4,3,0,2,2,3,3,2,1,0,1
2,-0.7445494290251102,2,8,-0.8943942275181848,0,4,4,1,0,4,1,0,2,1,2,2,1,0,0,1
1,-0.9098579168193176,4,3,-0.40231776033391564,1,1,1,0,0,3,0,1,2,0,2,2,1,0,0,1
1,-0.7445494290251102,2,0,-0.15026997218565136,0,0,4,1,0,4,3,0,2,1,1,3,1,1,0,1
3,0.2473014977401344,2,0,-0.8261681081456532,1,3,4,1,0,3,3,0,0,2,1,2,2,0,0,0
1,0.2473014977401344,4,0,-0.7059770170230587,4,4,4,0,0,4,0,0,2,1,2,2,1,1,0,1
2,-0.2486239656424879,2,4,-0.8548018680895654,1,2,4,1,2,2,0,0,2,1,1,1,1,0,0,1
3,-0.9098579168193176,2,0,0.23504852582501914,1,1,1,1,2,1,1,0,2,1,1,1,2,0,0,1
0,-0.7445494290251102,0,6,-0.7692540914670128,1,3,4,1,0,3,0,0,2,1,2,2,1,0,0,0
1,-0.7445494290251102,2,4,-0.6331553559311338,1,1,4,0,0,3,2,0,2,1,1,2,2,0,0,1
0,-0.7445494290251102,3,0,-0.685827334099565,1,2,4,1,0,2,0,0,2,1,2,1,2,0,0,1
0,-0.7445494290251102,2,3,-0.7052700106046905,1,2,4,1,2,1,1,1,2,1,1,1,1,0,0,1
1,-0.7445494290251102,2,1,-0.6614356126658619,4,3,3,1,0,2,1,0,2,1,1,2,1,0,1,1
1,-0.2486239656424879,2,1,0.03319819338089726,0,2,2,1,0,1,1,0,2,1,1,2,1,1,0,1
0,1.239152424505379,3,9,-0.40267126354309973,1,3,2,1,0,1,2,1,2,1,2,2,1,1,0,0
1,0.2473014977401344,2,1,0.7596472882542256,0,0,2,0,0,4,1,0,2,0,1,3,1,1,0,1
1,-0.7445494290251102,2,3,-0.7639515433292513,3,2,4,0,0,4,2,0,2,0,1,1,1,0,0,0
2,-0.9925121607164213,2,4,-0.9990311774366788,1,2,4,1,0,3,0,1,2,1,1,2,1,0,0,1
1,-1.40578338020194,2,3,-0.9484802185233523,1,1,1,0,0,3,0,1,2,0,1,1,2,0,0,1
3,-0.7445494290251102,2,4,-0.7024419849312177,1,2,3,1,0,4,0,1,2,0,1,2,1,0,0,1
1,-0.0006612339511767569,3,9,-0.24889736754801564,3,1,4,1,0,2,0,0,0,1,1,1,2,0,0,0
2,-0.9925121607164213,2,0,-1.0633687615081853,1,2,4,1,0,4,0,1,2,0,1,1,1,0,0,1
1,-1.2404748924077325,0,4,-1.01034328013057,1,4,4,1,0,4,2,0,2,1,1,1,1,0,0,1
1,2.2310033512706235,2,9,0.5514338980447898,1,0,3,1,0,2,2,0,0,0,1,3,1,1,0,0
1,0.5779184733285493,4,4,-0.1912763444510071,1,4,4,1,0,2,2,0,2,1,2,2,1,0,0,1
2,-0.7445494290251102,4,0,-0.45569674492071494,2,1,4,1,0,1,2,0,2,1,1,2,1,0,0,1
0,-0.49658669733379907,2,3,-0.5087222262983302,1,1,4,0,2,1,1,0,2,0,1,2,1,0,0,1
1,0.2473014977401344,4,1,-0.33161711849709535,1,3,4,1,0,3,2,0,2,1,2,2,1,1,0,1
1,0.2473014977401344,2,0,-0.6398719169056317,2,1,4,1,0,3,0,0,2,1,1,2,1,1,0,1
2,-0.9925121607164213,2,4,-0.7784451749057995,1,4,4,1,0,4,2,0,2,1,2,1,1,0,0,1
0,1.7350778878880013,2,3,1.62537664754609,1,3,2,1,2,4,1,0,2,2,1,2,2,0,0,1
2,-0.7445494290251102,2,3,-0.09441646513456334,1,1,3,0,0,1,0,0,2,0,1,3,1,0,0,1
0,-0.7445494290251102,2,4,-0.6313878398852133,1,2,4,0,0,1,2,1,0,1,1,2,1,0,0,1
