status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
1,-0.7424784934492197,4,0,-0.7643399226256831,3,2,4,1,0,4,0,0,2,1,1,2,1,1,0,1
1,-0.9856129149687575,2,3,-0.46662105739245485,1,1,2,0,1,2,2,1,2,0,2,2,1,0,0,0
0,-0.7424784934492197,2,0,-0.7406535991983149,1,2,4,0,0,2,0,1,2,1,1,1,1,0,0,0
0,-0.25620965041014415,4,6,-0.7545009882789301,1,0,2,0,0,4,3,0,2,2,3,0,2,0,0,0
1,-0.49934407192968194,2,4,-0.46698546236826055,0,4,4,1,0,2,2,0,2,1,1,2,1,0,0,1
1,-0.7424784934492197,4,4,-0.849246281988403,0,4,4,1,0,4,0,0,2,1,4,2,1,0,0,1
3,0.23005919262893137,4,3,0.1299098880014185,0,4,4,1,1,4,3,1,2,0,2,2,1,0,0,1
1,-0.7424784934492197,2,0,-0.9549237249720458,1,2,4,1,0,2,0,0,2,1,1,1,1,0,0,1
1,-0.25620965041014415,4,4,-0.31211334765085297,1,2,2,0,0,2,2,0,2,1,2,2,1,0,0,1
1,-0.013075228890606397,2,1,-0.2858761893928451,0,4,4,1,0,4,0,0,2,1,1,3,1,1,0,1
0,-0.013075228890606397,4,0,-0.6043661382469961,1,4,4,1,0,3,2,0,2,1,2,2,1,1,0,1
0,-0.7424784934492197,2,3,-0.24870688186066728,1,0,3,0,0,4,3,0,2,2,1,3,1,0,0,1
2,-0.9045681077955783,1,4,-0.8062464948433345,1,2,4,1,0,4,0,1,1,1,1,1,1,0,0,1
1,0.23005919262893137,4,4,-0.6357049661662834,4,2,4,0,0,1,0,0,2,1,2,1,1,0,0,1
2,3.147672250863385,2,0,1.511369151280694,2,1,4,0,0,2,1,1,2,1,1,3,1,0,0,0
0,0.23005919262893137,2,3,0.3310614346461455,1,2,4,1,0,4,1,0,2,1,1,2,1,0,0,1
0,-0.25620965041014415,4,0,0.7439322722339639,1,4,2,1,0,4,3,0,2,2,3,3,1,1,0,1
1,-0.7424784934492197,2,4,-0.9053646482624753,1,2,4,1,0,2,0,0,2,1,1,2,1,0,0,1
0,-0.013075228890606397,4,0,-0.9800676683026367,1,4,4,1,0,4,0,0,2,1,2,2,1,0,0,1
1,0.23005919262893137,4,1,1.3051159349746877,0,2,2,1,0,4,1,0,2,1,2,3,2,1,0,1
1,-1.147702529315116,3,4,-0.8798562999560788,0,4,3,1,0,4,3,0,2,2,1,2,1,0,0,1
2,-0.25620965041014415,4,3,-0.4855701161343494,1,1,2,1,0,2,0,0,2,1,2,1,1,0,0,0
1,-0.7424784934492197,2,0,-0.41086709609418814,0,4,4,0,0,4,3,0,2,2,1,3,1,1,0,1
1,0.06796957828257286,2,4,-0.2133595992075178,3,4,3,1,0,4,2,0,2,1,1,2,1,0,0,1
1,-1.3908369508346539,4,4,-0.640442230851757,1,3,2,1,0,1,0,0,2,1,2,1,2,0,0,1
1,-0.7424784934492197,4,3,0.025690064920998366,1,4,2,1,0,4,1,0,1,1,1,2,1,0,0,1
0,-0.7424784934492197,2,3,-0.9505508652623778,1,4,4,0,0,4,1,1,2,0,1,2,1,0,0,1
0,1.2025968787070824,2,2,4.590226791862756,1,0,2,1,1,3,2,0,2,1,1,3,1,0,0,1
0,0.23005919262893137,4,9,-0.6845352329242425,2,3,4,1,0,1,0,0,2,1,2,2,1,1,0,1
1,-0.49934407192968194,4,3,-0.17218183694147765,1,3,2,0,1,3,2,1,0,1,2,2,1,0,0,1
1,-0.7424784934492197,4,9,-0.7563230131579585,1,2,3,0,0,2,0,0,2,1,2,2,1,0,0,1
1,1.2025968787070824,3,0,2.774761202398934,1,4,2,1,0,2,2,0,2,1,2,2,2,1,0,1
2,0.716328035668007,4,3,1.8677572176186341,1,3,2,1,0,2,1,0,2,1,1,2,1,0,0,0
