status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
1.0,-0.7424784934492197,4.0,0.0,-0.7643399226256831,3.0,2.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
1.0,-0.9856129149687576,2.0,3.0,-0.4666210573924549,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
0.0,-0.7424784934492197,2.0,0.0,-0.7406535991983149,1.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,-0.2562096504101441,4.0,6.0,-0.7545009882789301,1.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0
1.0,-0.4993440719296819,2.0,4.0,-0.4669854623682606,0.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
1.0,-0.7424784934492197,4.0,4.0,-0.8492462819884029,0.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0
3.0,0.23005919262893135,4.0,3.0,0.1299098880014185,0.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0
1.0,-0.7424784934492197,2.0,0.0,-0.9549237249720458,1.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,-0.2562096504101441,4.0,4.0,-0.31211334765085297,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
1.0,-0.013075228890606395,2.0,1.0,-0.2858761893928451,0.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0
0.0,-0.013075228890606395,4.0,0.0,-0.6043661382469961,1.0,4.0,4.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
0.0,-0.7424784934492197,2.0,3.0,-0.2487068818606673,1.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0
2.0,-0.9045681077955784,1.0,4.0,-0.8062464948433345,1.0,2.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,0.23005919262893135,4.0,4.0,-0.6357049661662834,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
2.0,3.1476722508633848,2.0,0.0,1.511369151280694,2.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
0.0,0.23005919262893135,2.0,3.0,0.3310614346461455,1.0,2.0,4.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
0.0,-0.2562096504101441,4.0,0.0,0.7439322722339639,1.0,4.0,2.0,1.0,0.0,4.0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0
1.0,-0.7424784934492197,2.0,4.0,-0.9053646482624752,1.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
0.0,-0.013075228890606395,4.0,0.0,-0.9800676683026368,1.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
1.0,0.23005919262893135,4.0,1.0,1.3051159349746877,0.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0
1.0,-1.147702529315116,3.0,4.0,-0.8798562999560788,0.0,4.0,3.0,1.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0
2.0,-0.2562096504101441,4.0,3.0,-0.4855701161343494,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
1.0,-0.7424784934492197,2.0,0.0,-0.41086709609418814,0.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0
1.0,0.06796957828257286,2.0,4.0,-0.2133595992075178,3.0,4.0,3.0,1.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
1.0,-1.390836950834654,4.0,4.0,-0.6404422308517571,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0
1.0,-0.7424784934492197,4.0,3.0,0.02569006492099837,1.0,4.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
0.0,-0.7424784934492197,2.0,3.0,-0.9505508652623778,1.0,4.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0
0.0,1.2025968787070824,2.0,2.0,4.590226791862756,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0
0.0,0.23005919262893135,4.0,9.0,-0.6845352329242425,2.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
1.0,-0.4993440719296819,4.0,3.0,-0.17218183694147765,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
1.0,-0.7424784934492197,4.0,9.0,-0.7563230131579585,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
1.0,1.2025968787070824,3.0,0.0,2.7747612023989343,1.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0
2.0,0.7163280356680072,4.0,3.0,1.867757217618634,1.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
